"timestamp","cpu_percent","mem_available_mb","pagefile_percent","disk_time_percent","disk_bytes_sec","gpu_temp_c","gpu_util_percent","gpu_mem_util_percent","gpu_mem_used_mb","gpu_mem_total_mb","gpu_power_w","gpu_power_limit_w","gpu_clock_mhz","gpu_mem_clock_mhz","gpu_pstate","top_process","top_process_cpu_seconds","game_process","game_working_set_mb"
"2026-05-31T17:17:54","0.01","39161","0.01","0","0","68","85","29","10626","16376","240.24","320.00","2670","11501","P0","TheOuterWorlds2-WinGDK-Shipping","2965.2","TheOuterWorlds2-WinGDK-Shipping","9061.4"
"2026-05-31T17:17:59","0.01","39134","0.01","0.4","4445269.62","69","85","28","10618","16376","227.70","320.00","2670","11501","P0","TheOuterWorlds2-WinGDK-Shipping","2982.6","TheOuterWorlds2-WinGDK-Shipping","9061"
"2026-05-31T17:18:04","0.01","39184","0.01","0.09","28388.92","69","85","30","10618","16376","228.90","320.00","2670","11501","P0","TheOuterWorlds2-WinGDK-Shipping","3000.6","TheOuterWorlds2-WinGDK-Shipping","9060.9"
"2026-05-31T17:18:09","0.01","39161","0.01","0","0","68","85","31","10618","16376","228.68","320.00","2670","11501","P0","TheOuterWorlds2-WinGDK-Shipping","3019","TheOuterWorlds2-WinGDK-Shipping","9056.8"
"2026-05-31T17:18:14","0.01","39167","0.01","0.18","267788.32","70","87","29","10759","16376","244.40","320.00","2670","11501","P0","TheOuterWorlds2-WinGDK-Shipping","3034.8","TheOuterWorlds2-WinGDK-Shipping","9051.5"
"2026-05-31T17:18:19","0.01","39159","0.01","0.07","875152.9","71","89","28","10758","16376","239.99","320.00","2670","11501","P0","TheOuterWorlds2-WinGDK-Shipping","3051.9","TheOuterWorlds2-WinGDK-Shipping","9063.5"
"2026-05-31T17:18:24","0.01","39104","0.01","0.36","2517673.89","70","89","26","10843","16376","232.77","320.00","2670","11501","P0","TheOuterWorlds2-WinGDK-Shipping","3069.5","TheOuterWorlds2-WinGDK-Shipping","9116.9"
"2026-05-31T17:18:30","0.01","39090","0.01","0.32","10121326.83","70","91","24","10852","16376","233.64","320.00","2670","11501","P0","TheOuterWorlds2-WinGDK-Shipping","3084.8","TheOuterWorlds2-WinGDK-Shipping","9128.8"
"2026-05-31T17:18:35","0.01","39081","0.01","1.63","754262.31","72","91","24","10748","16376","258.87","320.00","2670","11501","P0","TheOuterWorlds2-WinGDK-Shipping","3098.6","TheOuterWorlds2-WinGDK-Shipping","9120.2"
"2026-05-31T17:18:40","0.01","39081","0.01","0.57","5757328.68","73","89","24","10748","16376","257.73","320.00","2670","11501","P0","TheOuterWorlds2-WinGDK-Shipping","3112.7","TheOuterWorlds2-WinGDK-Shipping","9113.6"
"2026-05-31T17:18:45","0.01","39082","0.01","0.03","24340.77","71","90","24","10748","16376","257.97","320.00","2670","11501","P0","TheOuterWorlds2-WinGDK-Shipping","3126.8","TheOuterWorlds2-WinGDK-Shipping","9115.2"
"2026-05-31T17:18:50","0.01","39069","0.01","0","0","74","90","24","10748","16376","257.97","320.00","2670","11501","P0","TheOuterWorlds2-WinGDK-Shipping","3141.7","TheOuterWorlds2-WinGDK-Shipping","9118.1"
"2026-05-31T17:18:55","0.01","39053","0.01","0.07","324448.65","72","92","25","10748","16376","259.05","320.00","2670","11501","P0","TheOuterWorlds2-WinGDK-Shipping","3156.4","TheOuterWorlds2-WinGDK-Shipping","9118.4"
"2026-05-31T17:19:00","0.01","39050","0.01","1.7","7569213.84","73","89","24","10748","16376","259.04","320.00","2670","11501","P0","TheOuterWorlds2-WinGDK-Shipping","3169.9","TheOuterWorlds2-WinGDK-Shipping","9113.5"
"2026-05-31T17:19:05","0.01","39054","0.01","0.01","36481.5","72","90","25","10748","16376","259.00","320.00","2670","11501","P0","TheOuterWorlds2-WinGDK-Shipping","3182.2","TheOuterWorlds2-WinGDK-Shipping","9113.7"
"2026-05-31T17:19:10","0.01","39051","0.01","0","0","72","92","25","10748","16376","258.21","320.00","2670","11501","P0","TheOuterWorlds2-WinGDK-Shipping","3195.9","TheOuterWorlds2-WinGDK-Shipping","9113.4"
"2026-05-31T17:19:15","0.01","39064","0.01","0.32","2031559.17","73","89","24","10748","16376","258.09","320.00","2670","11501","P0","TheOuterWorlds2-WinGDK-Shipping","3210.4","TheOuterWorlds2-WinGDK-Shipping","9096.1"
"2026-05-31T17:19:20","0.01","39112","0.01","0.04","316580.87","72","92","26","10748","16376","259.09","320.00","2670","11501","P0","TheOuterWorlds2-WinGDK-Shipping","3224","TheOuterWorlds2-WinGDK-Shipping","9085.8"
"2026-05-31T17:19:26","0.01","39120","0.01","0","0","71","90","24","10748","16376","258.51","320.00","2670","11501","P0","TheOuterWorlds2-WinGDK-Shipping","3237.5","TheOuterWorlds2-WinGDK-Shipping","9087"
"2026-05-31T17:19:31","0.01","39114","0.01","0.02","24335.83","72","91","26","10748","16376","259.06","320.00","2670","11501","P0","TheOuterWorlds2-WinGDK-Shipping","3251.1","TheOuterWorlds2-WinGDK-Shipping","9086.6"
"2026-05-31T17:19:36","0.01","39132","0.01","0","0","72","90","25","10748","16376","259.20","320.00","2670","11501","P0","TheOuterWorlds2-WinGDK-Shipping","3264.1","TheOuterWorlds2-WinGDK-Shipping","9085.7"
"2026-05-31T17:19:41","0.01","39131","0.01","0.04","182438.13","73","91","24","10748","16376","258.46","320.00","2670","11501","P0","TheOuterWorlds2-WinGDK-Shipping","3278.1","TheOuterWorlds2-WinGDK-Shipping","9086.9"
"2026-05-31T17:19:46","0.01","39127","0.01","0.01","4055.05","72","91","24","10748","16376","257.74","320.00","2670","11501","P0","TheOuterWorlds2-WinGDK-Shipping","3291.8","TheOuterWorlds2-WinGDK-Shipping","9088.8"
"2026-05-31T17:19:51","0.01","39121","0.01","0.14","1176088.41","71","90","25","10748","16376","258.36","320.00","2670","11501","P0","TheOuterWorlds2-WinGDK-Shipping","3305.5","TheOuterWorlds2-WinGDK-Shipping","9088.8"
"2026-05-31T17:19:56","0.01","39091","0.01","0.57","3866943.83","72","87","24","10748","16376","254.63","320.00","2670","11501","P0","TheOuterWorlds2-WinGDK-Shipping","3321","TheOuterWorlds2-WinGDK-Shipping","9088.6"
"2026-05-31T17:20:01","0.01","39080","0.01","0.29","1467469.77","72","87","24","10748","16376","253.13","320.00","2670","11501","P0","TheOuterWorlds2-WinGDK-Shipping","3336","TheOuterWorlds2-WinGDK-Shipping","9089.1"
"2026-05-31T17:20:06","0.01","39123","0.01","0","0","72","88","24","10748","16376","255.52","320.00","2670","11501","P0","TheOuterWorlds2-WinGDK-Shipping","3348.7","TheOuterWorlds2-WinGDK-Shipping","9089.8"
"2026-05-31T17:20:11","0.01","39149","0.01","0.04","186480.54","73","89","24","10748","16376","256.74","320.00","2670","11501","P0","TheOuterWorlds2-WinGDK-Shipping","3361.7","TheOuterWorlds2-WinGDK-Shipping","9089.8"
"2026-05-31T17:20:16","0.01","39140","0.01","0.09","385236.66","74","90","24","10716","16376","257.03","320.00","2670","11501","P0","TheOuterWorlds2-WinGDK-Shipping","3375","TheOuterWorlds2-WinGDK-Shipping","9075.8"
"2026-05-31T17:20:21","0.01","39251","0.01","0.11","1650630.56","72","89","24","10716","16376","257.79","320.00","2670","11501","P0","TheOuterWorlds2-WinGDK-Shipping","3389.1","TheOuterWorlds2-WinGDK-Shipping","8969"
"2026-05-31T17:20:27","0.01","39238","0.01","0.01","73009.49","73","90","24","10716","16376","257.53","320.00","2670","11501","P0","TheOuterWorlds2-WinGDK-Shipping","3403.2","TheOuterWorlds2-WinGDK-Shipping","8969.4"
"2026-05-31T17:20:32","0.01","39244","0.01","0.53","527138.82","71","92","26","10716","16376","257.99","320.00","2670","11501","P0","TheOuterWorlds2-WinGDK-Shipping","3417.2","TheOuterWorlds2-WinGDK-Shipping","8969.4"
"2026-05-31T17:20:37","0.01","39248","0.01","0.05","608330.38","72","90","24","10716","16376","257.96","320.00","2670","11501","P0","TheOuterWorlds2-WinGDK-Shipping","3430.8","TheOuterWorlds2-WinGDK-Shipping","8973.4"
"2026-05-31T17:20:42","0.01","39250","0.01","0","0","72","91","26","10716","16376","257.77","320.00","2670","11501","P0","TheOuterWorlds2-WinGDK-Shipping","3444.8","TheOuterWorlds2-WinGDK-Shipping","8968.5"
"2026-05-31T17:20:47","0.01","39283","0.01","0.04","214881.04","72","89","25","10716","16376","258.71","320.00","2670","11501","P0","TheOuterWorlds2-WinGDK-Shipping","3458.4","TheOuterWorlds2-WinGDK-Shipping","8966.7"
"2026-05-31T17:20:52","0.01","39273","0.01","0.02","157938.93","72","89","24","10716","16376","258.64","320.00","2670","11501","P0","TheOuterWorlds2-WinGDK-Shipping","3472.1","TheOuterWorlds2-WinGDK-Shipping","8968.5"
"2026-05-31T17:20:57","0.01","39250","0.01","0","0","71","90","26","10716","16376","259.99","320.00","2670","11501","P0","TheOuterWorlds2-WinGDK-Shipping","3485.2","TheOuterWorlds2-WinGDK-Shipping","8968.7"
"2026-05-31T17:21:02","0.01","39247","0.01","0","0","71","91","25","10716","16376","258.45","320.00","2670","11501","P0","TheOuterWorlds2-WinGDK-Shipping","3498.9","TheOuterWorlds2-WinGDK-Shipping","8968.5"
"2026-05-31T17:21:07","0.01","39237","0.01","0.62","2595877.36","72","91","26","10716","16376","258.48","320.00","2670","11501","P0","TheOuterWorlds2-WinGDK-Shipping","3512.4","TheOuterWorlds2-WinGDK-Shipping","8969.5"
"2026-05-31T17:21:12","0.01","39242","0.01","0.41","3618131.26","71","91","24","10716","16376","257.98","320.00","2670","11501","P0","TheOuterWorlds2-WinGDK-Shipping","3525.5","TheOuterWorlds2-WinGDK-Shipping","8970"
"2026-05-31T17:21:17","0.01","39255","0.01","0.03","267366.84","72","90","25","10716","16376","258.35","320.00","2670","11501","P0","TheOuterWorlds2-WinGDK-Shipping","3539.2","TheOuterWorlds2-WinGDK-Shipping","8957.4"
"2026-05-31T17:21:23","0.01","39257","0.01","0","0","72","91","27","10716","16376","259.55","320.00","2670","11501","P0","TheOuterWorlds2-WinGDK-Shipping","3554.3","TheOuterWorlds2-WinGDK-Shipping","8956.8"
"2026-05-31T17:21:28","0.01","39248","0.01","0","0","71","91","24","10716","16376","258.32","320.00","2670","11501","P0","TheOuterWorlds2-WinGDK-Shipping","3567.8","TheOuterWorlds2-WinGDK-Shipping","8959.5"
"2026-05-31T17:21:33","0.01","39247","0.01","0.03","32440.74","72","89","24","10716","16376","257.98","320.00","2670","11501","P0","TheOuterWorlds2-WinGDK-Shipping","3582.1","TheOuterWorlds2-WinGDK-Shipping","8960.2"
"2026-05-31T17:21:38","0.01","39254","0.01","0.02","16230.31","71","91","25","10716","16376","258.88","320.00","2670","11501","P0","TheOuterWorlds2-WinGDK-Shipping","3596.6","TheOuterWorlds2-WinGDK-Shipping","8962.6"
"2026-05-31T17:21:43","0.01","39276","0.01","0","0","74","88","24","10716","16376","258.33","320.00","2670","11501","P0","TheOuterWorlds2-WinGDK-Shipping","3610.6","TheOuterWorlds2-WinGDK-Shipping","8963.3"
"2026-05-31T17:21:48","0.01","39249","0.01","0.04","247250.08","71","90","24","10716","16376","258.38","320.00","2670","11501","P0","TheOuterWorlds2-WinGDK-Shipping","3624.3","TheOuterWorlds2-WinGDK-Shipping","8964.5"
"2026-05-31T17:21:53","0.01","39246","0.01","0","0","71","90","24","10716","16376","257.75","320.00","2670","11501","P0","TheOuterWorlds2-WinGDK-Shipping","3637.7","TheOuterWorlds2-WinGDK-Shipping","8965.3"
"2026-05-31T17:21:58","0.01","39244","0.01","0","0","74","89","25","10716","16376","257.70","320.00","2670","11501","P0","TheOuterWorlds2-WinGDK-Shipping","3653.2","TheOuterWorlds2-WinGDK-Shipping","8966.4"
"2026-05-31T17:22:03","0.01","39241","0.01","0.04","89226.98","71","90","24","10716","16376","258.41","320.00","2670","11501","P0","TheOuterWorlds2-WinGDK-Shipping","3667.3","TheOuterWorlds2-WinGDK-Shipping","8966.6"
"2026-05-31T17:22:08","0.01","39232","0.01","0.09","855489.54","71","90","24","10716","16376","258.96","320.00","2670","11501","P0","TheOuterWorlds2-WinGDK-Shipping","3681.1","TheOuterWorlds2-WinGDK-Shipping","8968"
"2026-05-31T17:22:13","0.01","39227","0.01","0.52","6760020.11","73","88","24","10716","16376","257.22","320.00","2670","11501","P0","TheOuterWorlds2-WinGDK-Shipping","3694.3","TheOuterWorlds2-WinGDK-Shipping","8968.7"
"2026-05-31T17:22:19","0.01","39203","0.01","0.01","8106.86","71","91","24","10716","16376","255.24","320.00","2670","11501","P0","TheOuterWorlds2-WinGDK-Shipping","3709.7","TheOuterWorlds2-WinGDK-Shipping","8959.3"
"2026-05-31T17:22:24","0.01","39187","0.01","0.46","1574741.48","72","89","24","10716","16376","255.09","320.00","2670","11501","P0","TheOuterWorlds2-WinGDK-Shipping","3723.6","TheOuterWorlds2-WinGDK-Shipping","8960.5"
"2026-05-31T17:22:29","0.01","39224","0.01","0.07","336825.29","70","89","24","10716","16376","256.01","320.00","2670","11501","P0","TheOuterWorlds2-WinGDK-Shipping","3737.4","TheOuterWorlds2-WinGDK-Shipping","8963.3"
"2026-05-31T17:22:34","0.01","39224","0.01","0.09","823325.39","73","88","25","10716","16376","258.47","320.00","2670","11501","P0","TheOuterWorlds2-WinGDK-Shipping","3751","TheOuterWorlds2-WinGDK-Shipping","8963.6"
"2026-05-31T17:22:39","0.01","39233","0.01","0","0","70","91","24","10716","16376","259.93","320.00","2670","11501","P0","TheOuterWorlds2-WinGDK-Shipping","3763.6","TheOuterWorlds2-WinGDK-Shipping","8962.2"
"2026-05-31T17:22:44","0.01","39224","0.01","0.06","737628.65","71","98","28","10815","16376","252.00","320.00","2670","11501","P0","TheOuterWorlds2-WinGDK-Shipping","3778.8","TheOuterWorlds2-WinGDK-Shipping","8984.1"
"2026-05-31T17:22:49","0.01","39188","0.01","0.08","211021.17","69","90","26","10698","16376","236.48","320.00","2670","11501","P0","TheOuterWorlds2-WinGDK-Shipping","3797.2","TheOuterWorlds2-WinGDK-Shipping","9022"
"2026-05-31T17:22:54","0.01","39183","0.01","0","0","71","86","28","10831","16376","235.96","320.00","2670","11501","P0","TheOuterWorlds2-WinGDK-Shipping","3812.1","TheOuterWorlds2-WinGDK-Shipping","9017.1"
"2026-05-31T17:22:59","0.01","39146","0.01","0.05","1556853.47","71","91","34","10836","16376","241.83","320.00","2670","11501","P0","TheOuterWorlds2-WinGDK-Shipping","3831.1","TheOuterWorlds2-WinGDK-Shipping","9052.3"
"2026-05-31T17:23:04","0.01","39155","0.01","0.07","1844672.31","70","89","27","10835","16376","239.57","320.00","2670","11501","P0","TheOuterWorlds2-WinGDK-Shipping","3848.6","TheOuterWorlds2-WinGDK-Shipping","9057"
"2026-05-31T17:23:09","0.01","39156","0.01","6.06","2477497.26","68","84","28","10876","16376","233.44","320.00","2670","11501","P0","TheOuterWorlds2-WinGDK-Shipping","3866.4","TheOuterWorlds2-WinGDK-Shipping","9064.5"
"2026-05-31T17:23:15","0.01","39047","0.01","0","0","68","84","29","10944","16376","231.46","320.00","2670","11501","P0","TheOuterWorlds2-WinGDK-Shipping","3886.3","TheOuterWorlds2-WinGDK-Shipping","9184.7"
"2026-05-31T17:23:20","0.01","39000","0.01","0.05","89239.84","69","89","30","10912","16376","231.34","320.00","2670","11501","P0","TheOuterWorlds2-WinGDK-Shipping","3904.2","TheOuterWorlds2-WinGDK-Shipping","9207.3"
"2026-05-31T17:23:25","0.01","38976","0.01","0.53","879346.23","67","89","29","10944","16376","232.12","320.00","2670","11501","P0","TheOuterWorlds2-WinGDK-Shipping","3923.5","TheOuterWorlds2-WinGDK-Shipping","9215.3"
"2026-05-31T17:23:30","0.01","38991","0.01","0.11","840044.22","71","91","29","10912","16376","241.31","320.00","2670","11501","P0","TheOuterWorlds2-WinGDK-Shipping","3939.8","TheOuterWorlds2-WinGDK-Shipping","9202.8"
"2026-05-31T17:23:35","0.01","38999","0.01","0.02","40561.07","68","91","29","10895","16376","246.29","320.00","2670","11501","P0","TheOuterWorlds2-WinGDK-Shipping","3955.4","TheOuterWorlds2-WinGDK-Shipping","9193.2"
"2026-05-31T17:23:40","0.01","38985","0.01","0.04","369298.5","68","87","27","10763","16376","236.88","320.00","2670","11501","P0","TheOuterWorlds2-WinGDK-Shipping","3971.4","TheOuterWorlds2-WinGDK-Shipping","9198.6"
"2026-05-31T17:23:45","0.01","38986","0.01","0.1","1371254.2","69","91","29","10762","16376","226.41","320.00","2670","11501","P0","TheOuterWorlds2-WinGDK-Shipping","3988.6","TheOuterWorlds2-WinGDK-Shipping","9197.4"
"2026-05-31T17:23:50","0.01","38994","0.01","1.11","6907460.44","67","88","28","10898","16376","230.23","320.00","2670","11501","P0","TheOuterWorlds2-WinGDK-Shipping","4004.8","TheOuterWorlds2-WinGDK-Shipping","9208.1"
"2026-05-31T17:23:55","0.01","38979","0.01","0","0","67","88","26","10911","16376","236.38","320.00","2670","11501","P0","TheOuterWorlds2-WinGDK-Shipping","4019.7","TheOuterWorlds2-WinGDK-Shipping","9202"
"2026-05-31T17:24:00","0.01","38936","0.01","0.35","2350468.1","61","40","5","10983","16376","115.94","320.00","2685","11501","P0","TheOuterWorlds2-WinGDK-Shipping","4036.8","TheOuterWorlds2-WinGDK-Shipping","9204.4"
"2026-05-31T17:24:05","0.01","38982","0.01","0","0","59","40","5","10983","16376","116.11","320.00","2685","11501","P0","TheOuterWorlds2-WinGDK-Shipping","4051.7","TheOuterWorlds2-WinGDK-Shipping","9201.2"
"2026-05-31T17:24:10","0.01","38961","0.01","0.08","299629.17","59","40","5","10814","16376","114.47","320.00","2685","11501","P0","TheOuterWorlds2-WinGDK-Shipping","4067.1","TheOuterWorlds2-WinGDK-Shipping","9202"
"2026-05-31T17:24:16","0.01","39070","0.01","0.02","40521.73","58","40","5","10782","16376","120.41","320.00","2685","11501","P0","TheOuterWorlds2-WinGDK-Shipping","4083.3","TheOuterWorlds2-WinGDK-Shipping","9084.5"
"2026-05-31T17:24:21","0.01","39060","0.01","0.03","263533.93","57","42","6","10791","16376","100.82","320.00","2685","11501","P0","TheOuterWorlds2-WinGDK-Shipping","4097.9","TheOuterWorlds2-WinGDK-Shipping","9091.8"
"2026-05-31T17:24:26","0.01","39033","0.01","0.06","308115.81","57","38","5","10791","16376","112.99","320.00","2685","11501","P0","TheOuterWorlds2-WinGDK-Shipping","4113.4","TheOuterWorlds2-WinGDK-Shipping","9088.8"
"2026-05-31T17:24:31","0.01","39063","0.01","0.01","101345.06","57","43","6","10791","16376","116.12","320.00","2685","11501","P0","TheOuterWorlds2-WinGDK-Shipping","4129.4","TheOuterWorlds2-WinGDK-Shipping","9088.9"
"2026-05-31T17:24:36","0.01","39074","0.01","0.02","12154.05","57","43","6","10791","16376","117.96","320.00","2685","11501","P0","TheOuterWorlds2-WinGDK-Shipping","4146","TheOuterWorlds2-WinGDK-Shipping","9088.9"
"2026-05-31T17:24:41","0.01","39063","0.01","0.04","121727.82","57","49","7","10791","16376","119.96","320.00","2685","11501","P0","TheOuterWorlds2-WinGDK-Shipping","4161.5","TheOuterWorlds2-WinGDK-Shipping","9089"
